playerID,name,position,leagueID
286,Stefan Reinartz,DMC,Bundesliga
452,Takashi Inui,ML,La Liga
291,Haris Seferovic,FW,Bundesliga
382,Luc Castaignos,FW,Bundesliga
297,Aleksandar Ignjovski,DR,Bundesliga
294,Gian-Luca Waldschmidt,Sub,Bundesliga
296,Joel Gerezgiher,Sub,Bundesliga
55,Przemyslaw Tyton,GK,La Liga
383,Florian Klein,DR,Bundesliga
71,Timo Baumgartl,DC,Bundesliga
67,Adam Hlousek,DL,Bundesliga
59,Emiliano Insúa,DL,Bundesliga
300,Daniel Didavi,AMC,Bundesliga
60,Christian Gentner,MC,Bundesliga
62,Lukas Rupp,MC,Bundesliga
64,Filip Kostic,ML,Bundesliga
407,Martin Harnik,FW,Bundesliga
426,Daniel Ginczek,FW,Bundesliga
384,Jan Kliment,Sub,Bundesliga
65,Timo Werner,FW,Bundesliga
63,Alexandru Maxim,Sub,Bundesliga
127,Timo Horn,GK,Bundesliga
128,Pawel Olkowski,DR,Bundesliga
129,Dominique Heintz,DC,Bundesliga
138,Frederik Sörensen,DC,Bundesliga
131,Jonas Hector,DL,Bundesliga
132,Matthias Lehmann,MC,Bundesliga
134,Marcel Risse,MR,Bundesliga
140,Yannick Gerhardt,MC,Bundesliga
144,Milos Jojic,Sub,Bundesliga
262,Leonardo Bittencourt,Sub,Bundesliga
137,Anthony Modeste,FW,Bundesliga
133,Kevin Vogt,DC,Bundesliga
135,Yuya Osako,FW,Bundesliga
139,Simon Zoller,Sub,Bundesliga
28,Mitchell Weiser,DR,Bundesliga
34,Alexander Baumjohann,Sub,Bundesliga
125,Maximilian Eggestein,MC,Bundesliga
90,Sebastian Rudy,MC,Bundesliga
345,Júnior Caiçara,DR,Bundesliga
338,Max Meyer,AMC,Bundesliga
2,György Garics,DR,Bundesliga
12,Mario Vrancic,Sub,Bundesliga
359,Timothy Chandler,DR,Bundesliga
368,Konstantinos Stafylidis,DL,Bundesliga
276,Dong-Won Ji,Sub,Bundesliga
387,Luiz Gustavo,DMC,Bundesliga
157,Daniel Caligiuri,MR,Bundesliga
92,Hiroki Sakai,DR,Ligue 1
101,Allan Saint-Maximin,FW,Ligue 1
101,Allan Saint-Maximin,ML,Premier League
66,Robbie Kruse,Sub,Bundesliga
170,Nicolai Müller,AMR,Bundesliga
69,Carlos Gruezo,MC,Bundesliga
69,Carlos Gruezo,DMC,Bundesliga
56,Daniel Schwaab,DC,Bundesliga
250,Ørjan Nyland,GK,Bundesliga
379,Markus Suttner,DL,Bundesliga
243,Stefan Lex,Sub,Bundesliga
315,Matthias Ginter,DC,Bundesliga
312,Neven Subotic,DC,Bundesliga
320,Jonas Hofmann,Sub,Bundesliga
316,Gonzalo Castro,MC,Bundesliga
203,Julian Korb,DR,Bundesliga
216,Branimir Hrgota,Sub,Bundesliga
322,Joo-Ho Park,DL,Bundesliga
43,Danny Latza,MC,Bundesliga
154,André Schürrle,Sub,Bundesliga
342,Sead Kolasinac,DL,Bundesliga
61,Geoffroy Serey Dié,DMC,Bundesliga
375,Odisseas Vlachodimos,GK,Bundesliga
289,Marc Stendera,MC,Bundesliga
141,Philipp Hosiner,Sub,Bundesliga
166,Cléber,DC,Bundesliga
386,Gojko Kacar,Sub,Bundesliga
361,Uffe Bech,Sub,Bundesliga
85,Eduardo Vargas,FW,Bundesliga
414,Juan Bernat,DL,Bundesliga
148,Dante,DC,Ligue 1
228,Sebastian Rode,MC,Bundesliga
260,Sebastian Boenisch,DL,Bundesliga
31,Johannes van den Bergh,Sub,Bundesliga
113,Santiago García,DL,Bundesliga
120,Felix Kroos,Sub,Bundesliga
215,Roel Brouwers,DC,Bundesliga
412,André Hahn,Sub,Bundesliga
439,Martin Stranzl,DC,Bundesliga
178,Jaroslav Drobny,GK,Bundesliga
223,Joshua Kimmich,DR,Bundesliga
266,Jan-Ingwer Callsen-Bracker,DC,Bundesliga
105,Felipe,DC,Bundesliga
396,Hiroshi Kiyotake,AMC,Bundesliga
29,Vedad Ibisevic,FW,Bundesliga
418,Niklas Stark,DC,Bundesliga
57,Toni Sunjic,DC,Bundesliga
376,Arianit Ferati,Sub,Bundesliga
240,Almog Cohen,MC,Bundesliga
145,Diego Benaglio,GK,Bundesliga
356,Alexander Meier,FW,Bundesliga
287,Slobodan Medojevic,Sub,Bundesliga
292,Vaclav Kadlec,Sub,Bundesliga
358,Johannes Flum,Sub,Bundesliga
136,Dusan Svento,Sub,Bundesliga
122,Claudio Pizarro,Sub,Bundesliga
347,Kaan Ayhan,DC,Bundesliga
44,Pablo De Blasis,Sub,Bundesliga
409,Philipp Klement,Sub,Bundesliga
54,Christoph Moritz,Sub,Bundesliga
432,Devante Parker,Sub,Bundesliga
307,Suat Serdar,MC,Bundesliga
84,Ermin Bicakcic,DC,Bundesliga
225,Javi Martínez,DC,Bundesliga
149,Marcel Schäfer,DL,Bundesliga
156,Sebastian Jung,DR,Bundesliga
258,Tolga Cigerci,Sub,Bundesliga
19,Rune Jarstein,GK,Bundesliga
333,Benedikt Höwedes,DC,Bundesliga
193,Giulio Donati,DR,Bundesliga
435,Benjamin Henrichs,DR,Bundesliga
15,Júnior Díaz,DL,Bundesliga
124,Janek Sternberg,DL,Bundesliga
400,Lukas Fröde,Sub,Bundesliga
257,Jeremy Toljan,DR,Serie A
48,Jhon Córdoba,FW,Bundesliga
401,Álvaro Domínguez,DC,Bundesliga
253,Tomas Pekhart,Sub,Bundesliga
249,Danny da Costa,MR,Bundesliga
279,Piotr Trochowski,Sub,Bundesliga
425,Marcel Hilßner,Sub,Bundesliga
364,Luca-Milan Zander,DR,Bundesliga
364,Luca-Milan Zander,Sub,Bundesliga
50,Gonzalo Jara,Sub,Bundesliga
50,Gonzalo Jara,DC,Bundesliga
214,Tobias Sippel,GK,Bundesliga
97,Ceyhun Gülselam,DMC,Bundesliga
164,Gotoku Sakai,DR,Bundesliga
245,Max Christiansen,MC,Bundesliga
130,Dominic Maroh,DC,Bundesliga
121,Melvyn Lorenzen,Sub,Bundesliga
378,Milos Pantovic,Sub,Bundesliga
360,Ádám Szalai,Sub,Bundesliga
184,Ömer Toprak,DC,Bundesliga
417,Tin Jedvaj,DC,Bundesliga
298,Constant Djakpa,DL,Bundesliga
70,Philip Heise,Sub,Bundesliga
82,Nadiem Amiri,MC,Bundesliga
179,Zoltán Stieber,Sub,Bundesliga
198,Vladlen Yurchenko,Sub,Bundesliga
405,Mart Ristl,Sub,Bundesliga
367,Jan Morávek,Sub,Bundesliga
352,Kazuki Nagasawa,Sub,Bundesliga
381,Ronny,Sub,Bundesliga
20,Yanni Regäsel,DR,Bundesliga
357,David Kinsombi,Sub,Bundesliga
357,David Kinsombi,DR,Bundesliga
357,David Kinsombi,DL,Bundesliga
357,David Kinsombi,DC,Bundesliga
212,Nico Elvedi,DC,Bundesliga
219,Holger Badstuber,DC,Bundesliga
404,Felix Platte,Sub,Bundesliga
369,Ismail Azzaoui,Sub,Bundesliga
390,Fabian Reese,Sub,Bundesliga
365,Ahmet Arslan,Sub,Bundesliga
78,Tarik Elyounoussi,AML,Bundesliga
52,Alexander Hack,DC,Bundesliga
290,Mijat Gacinovic,Sub,Bundesliga
58,Georg Niedermeier,DC,Bundesliga
374,Marvin Wanitzek,Sub,Bundesliga
68,Boris Tashchy,Sub,Bundesliga
329,Franck Ribéry,Sub,Bundesliga
53,Maximilian Beister,Sub,Bundesliga
274,Christoph Janker,Sub,Bundesliga
102,Mike-Steven Bähre,Sub,Bundesliga
244,Stefan Wannenwetsch,Sub,Bundesliga
246,Maurice Multhaup,Sub,Bundesliga
192,Marlon Frey,Sub,Bundesliga
2701,Nico Rinderknecht,Sub,Bundesliga
87,Joelinton,FW,Premier League
247,Danilo Soares,DL,Bundesliga
2643,Mergim Mavraj,DC,Bundesliga
429,Francisco Rodríguez,Sub,Bundesliga
2666,Artjoms Rudnevs,Sub,Bundesliga
2644,Filip Mladenovic,Sub,Bundesliga
2664,Kevin Großkreutz,DR,Bundesliga
2630,Artem Kravets,FW,La Liga
436,Andre Hoffmann,DC,Bundesliga
2680,Hugo Almeida,FW,Serie A
2689,Jiloan Hamad,Sub,Bundesliga
2636,Darío Lezcano,FW,Bundesliga
354,Gaëtan Bussmann,DL,Ligue 1
2668,Martin Hinteregger,DC,Bundesliga
2640,Erik Durm,MR,Bundesliga
2660,Szabolcs Huszti,MC,Bundesliga
2661,Marco Fabián,AMC,Bundesliga
2637,Younès Belhanda,FWL,Ligue 1
370,Marvin Friedrich,DC,Bundesliga
2638,Alessandro Schöpf,Sub,Bundesliga
2662,Christian Pulisic,Sub,Bundesliga
2681,Hotaru Yamaguchi,MC,Bundesliga
2647,László Kleinheisler,AMC,Bundesliga
2692,Leon Guwara,DL,Bundesliga
2674,Thilo Kehrer,DC,Ligue 1
161,Robin Knoche,DC,Bundesliga
2626,Leandro Putaro,Sub,Bundesliga
2672,Bruno Henrique,Sub,Bundesliga
2648,Änis Ben-Hatira,AML,Bundesliga
2669,Alexander Milosevic,DC,Bundesliga
2655,Alfred Finnbogason,FW,Bundesliga
2633,Julian Schieber,Sub,Bundesliga
2665,Jeffrey Gouweleeuw,DC,Bundesliga
2650,Serdar Tasci,DC,Bundesliga
380,Sandro Sirigu,Sub,Bundesliga
450,Benjamin Gorka,Sub,Bundesliga
2667,Sambou Yatabaré,Sub,Ligue 1
2645,Marcel Hartel,MC,Bundesliga
2653,Iver Fossum,MC,Bundesliga
2693,Marius Wolf,MR,Bundesliga
106,Waldemar Anton,DC,Bundesliga
2642,Nuri Sahin,MC,Bundesliga
2649,Sonny Kittel,Sub,Bundesliga
325,Roman Weidenfeller,GK,Bundesliga
2663,Felix Passlack,Sub,Bundesliga
419,Maximilian Mittelstädt,Sub,Bundesliga
2690,Sidney Sam,AMR,Bundesliga
2691,Milos Veljkovic,DC,Bundesliga
2657,Nabil Bahoui,Sub,Bundesliga
2688,Russell Canouse,Sub,Bundesliga
2673,Albian Ajeti,Sub,Premier League
2631,Karim Onisiwo,Sub,Bundesliga
277,Alexander Manninger,GK,Bundesliga
454,Charles Aránguiz,MC,Bundesliga
408,Carlos Ascues,Sub,Bundesliga
403,Lukas Klünter,DR,Bundesliga
2659,Noah Joel Sarenren Bazee,Sub,Bundesliga
385,Daniel Opare,DR,Bundesliga
2652,Valmir Sulejmani,Sub,Bundesliga
415,Oliver Hüsing,Sub,Bundesliga
2625,Paul Seguin,Sub,Bundesliga
446,Florian Kohls,Sub,Bundesliga
2629,Matthias Zimmermann,DR,Bundesliga
2628,Mitchell Langerak,GK,Bundesliga
2651,Fynn Arkenberg,DR,Bundesliga
440,Tom Mickel,GK,Bundesliga
305,Batuhan Altintas,Sub,Bundesliga
231,Sven Ulreich,GK,Bundesliga
2654,Tim Dierßen,Sub,Bundesliga
2646,Özkan Yildirim,Sub,Bundesliga
2646,Özkan Yildirim,AMC,Bundesliga
142,Thomas Kessler,GK,Bundesliga
256,Jens Grahl,GK,Bundesliga
2639,Alexander Nübel,GK,Bundesliga
196,Dario Kresic,GK,Bundesliga
2634,David Yelldell,Sub,Bundesliga
2632,Elkin Soto,Sub,Bundesliga
351,Lukasz Zaluska,GK,Bundesliga
2623,Milan Ivana,Sub,Bundesliga
3593,Fallou Diagne,DC,Ligue 1
3254,Lamine Sané,DC,Bundesliga
5351,Lennart Thy,Sub,Bundesliga
5291,Takashi Usami,Sub,Bundesliga
5327,Jeffrey Bruma,DC,Bundesliga
5224,Bobby Wood,FW,Bundesliga
2215,Alen Halilovic,Sub,La Liga
5274,Michael Hector,DC,Bundesliga
2456,Omar Mascarell,DMC,Bundesliga
5234,Jesús Vallejo,DC,La Liga
5356,Breel Embolo,Sub,Bundesliga
5356,Breel Embolo,FW,Bundesliga
5277,Michael Esser,GK,Bundesliga
5284,Artem Fedetskyy,DR,Bundesliga
4288,Immanuel Höhn,DC,Bundesliga
5341,Denys Oliinyk,Sub,Bundesliga
2453,Marc Bartra,DC,La Liga
3226,Ousmane Dembélé,Sub,La Liga
3455,Raphael Guerreiro,DL,Bundesliga
3468,Jonas Lössl,GK,Premier League
4764,Jean-Philippe Gbamin,MC,Bundesliga
5222,Joel Pohjanpalo,Sub,Bundesliga
5262,Alexander Schwolow,GK,Bundesliga
5264,Caglar Söyüncü,DC,Premier League
4250,Nicolas Höfler,MC,Bundesliga
5292,Manuel Gulde,DC,Bundesliga
5265,Amir Abrashi,MC,Bundesliga
4271,Janik Haberer,MC,Bundesliga
5266,Vincenzo Grifo,ML,Bundesliga
4243,Christian Günter,DL,Bundesliga
4247,Maximilian Philipp,Sub,Bundesliga
5267,Onur Bulut,MR,Bundesliga
4248,Nils Petersen,FW,Bundesliga
5287,Marco Terrazzino,Sub,Bundesliga
5241,Péter Gulácsi,GK,Bundesliga
5253,Benno Schmitz,DR,Bundesliga
5244,Marvin Compper,DC,Bundesliga
5257,Willi Orban,DC,Bundesliga
5254,Marcel Halstenberg,DL,Bundesliga
5246,Diego Demme,DMC,Bundesliga
5242,Stefan Ilsanker,DC,Bundesliga
5248,Marcel Sabitzer,AMC,Bundesliga
5252,Dominik Kaiser,Sub,Bundesliga
5250,Yussuf Poulsen,FW,Bundesliga
4280,Davie Selke,Sub,Bundesliga
5249,Emil Forsberg,AMC,Bundesliga
5365,Massimo Bruno,Sub,Bundesliga
3290,Benjamin Stambouli,DC,Bundesliga
2068,Yevhen Konoplyanka,Sub,Bundesliga
5228,Renato Sanches,Sub,Bundesliga
3887,Mario Gomez,FW,Bundesliga
5353,Josip Brekalo,Sub,Bundesliga
5295,Sven Müller,GK,Bundesliga
3216,Marcel Tisserand,DC,Bundesliga
5216,Robert Leipertz,Sub,Bundesliga
5333,Roman Bezjak,Sub,Bundesliga
5333,Roman Bezjak,ML,Bundesliga
5236,Danny Blum,Sub,Bundesliga
326,Pascal Stenzel,DR,Bundesliga
4246,Mike Frantz,MC,Bundesliga
5358,Lukas Klostermann,DR,Bundesliga
5256,Oliver Burke,Sub,Premier League
5247,Naby Keita,DMC,Bundesliga
5350,Thanos Petsos,DMC,Bundesliga
2136,Izet Hajrovic,Sub,Bundesliga
5286,Douglas Santos,DL,Bundesliga
5245,Bernardo,DL,Premier League
5273,Kerem Demirbay,MC,Bundesliga
2627,Jannes Horn,DL,Bundesliga
5272,Emre Mor,Sub,La Liga
5282,Antonio-Mirko Colak,FW,Bundesliga
5231,Florian Kainz,Sub,Bundesliga
4036,José Rodríguez,AMR,La Liga
5312,Taleb Tawatha,Sub,Bundesliga
5310,Ousman Manneh,FW,Bundesliga
5270,Gerrit Holtmann,Sub,Bundesliga
5239,Allan,Sub,Bundesliga
4304,Sami Allagui,Sub,Bundesliga
5219,Aleksandar Dragovic,DC,Bundesliga
5294,Salih Özcan,MC,Bundesliga
5352,Niklas Schmidt,Sub,Bundesliga
3738,Sehrou Guirassy,FW,Ligue 1
5259,Georg Teigl,Sub,Bundesliga
4236,Sinan Kurt,Sub,Bundesliga
5217,Anthony Jung,Sub,Bundesliga
5283,Daniel Heuer Fernandes,GK,Bundesliga
5290,Shani Tarashaj,Sub,Bundesliga
5304,Mikel Merino,MC,La Liga
2656,Tim Rieder,Sub,Bundesliga
4252,Marc Torrejón,DC,Bundesliga
5346,Jonas Meffert,MC,Bundesliga
5220,Kai Havertz,AMC,Bundesliga
2252,Borja Mayoral,FW,La Liga
5215,Florent Hadergjonaj,DR,Premier League
5313,Julian Günther-Schmidt,Sub,Bundesliga
2348,Carlos Kameni,GK,La Liga
2331,Roberto Rosales,DR,La Liga
2556,Marcos Angeleri,DC,La Liga
2333,Raúl Albentosa,DC,La Liga
2439,Arthur Boka,DL,La Liga
2338,Ricardo Horta,Sub,La Liga
2540,Fernando Tissone,DMC,La Liga
2621,Sergi Darder,MC,La Liga
2339,Charles,FW,La Liga
2340,Duje Cop,FW,La Liga
2345,Duda,Sub,La Liga
2525,Juankar,DL,La Liga
2343,Juanpi,Sub,La Liga
2061,Beto,GK,La Liga
2073,Coke,DR,La Liga
2412,Adil Rami,DC,La Liga
2412,Adil Rami,DC,Ligue 1
2414,Grzegorz Krychowiak,DMC,La Liga
2510,Benoît Trémoulinas,DL,La Liga
2413,Steven N&#039;Zonzi,DMC,La Liga
2065,Vicente Iborra,DMC,La Liga
2441,Reyes,Sub,La Liga
2511,Vitolo,Sub,La Liga
2442,Kevin Gameiro,FW,La Liga
2440,Mariano,DR,La Liga
2503,Germán Lux,GK,La Liga
2313,Laure,DR,La Liga
2314,Sidnei,DC,La Liga
2486,Alberto Lopo,DC,La Liga
2467,Fernando Navarro,DL,La Liga
2466,Celso Borges,DMC,La Liga
2320,Pedro Mosquera,DMC,La Liga
2316,Juanfran,DR,La Liga
2319,Faycal Fajr,Sub,La Liga
2322,Cani,Sub,La Liga
2318,Fede Cartabia,AMR,La Liga
2323,Oriol Riera,FW,La Liga
2225,Gerónimo Rulli,GK,La Liga
2226,Zaldúa,DR,La Liga
2484,Iñigo Martínez,DC,La Liga
2236,Diego Reyes,DC,La Liga
2239,Alberto De la Bella,DL,La Liga
2233,Xabi Prieto,MC,La Liga
2242,Rubén Pardo,DMC,La Liga
2231,Markel Bergara,DMC,La Liga
2235,Bruma,Sub,Bundesliga
2480,Jonathas,FW,La Liga
2416,Carlos Vela,FWR,La Liga
2571,Sergio Canales,Sub,La Liga
2342,Gonzalo Castro,ML,La Liga
2107,Pau López,GK,La Liga
2586,Anaitz Arbilla,DC,La Liga
2430,Álvaro González,DC,La Liga
2584,Raíllo,DC,La Liga
2110,Rubén Duarte,DL,La Liga
2108,Javi López,DR,La Liga
2113,Víctor Sánchez,MC,La Liga
2118,Paco Montañés,Sub,La Liga
2121,Salva Sevilla,MC,La Liga
2121,Salva Sevilla,Sub,La Liga
2111,Víctor Álvarez,DL,La Liga
2116,Felipe Caicedo,FW,La Liga
2432,Burgui,Sub,La Liga
2114,José Cañas,MC,La Liga
2120,Gerard Moreno,FW,La Liga
2190,Vicente Guaita,GK,La Liga
2194,Damián Suárez,DR,La Liga
2192,Santiago Vergini,DC,La Liga
2572,Alexis,DC,La Liga
2191,Vigaray,DR,La Liga
2195,Mehdi Lacen,DMC,La Liga
2205,Juan Rodríguez,DMC,La Liga
2197,Pedro León,AMR,La Liga
2199,Pablo Sarabia,AMR,La Liga
2471,Víctor Rodríguez,Sub,La Liga
2200,Álvaro Vázquez,FW,La Liga
2203,Emiliano Buendía,AMR,Premier League
2196,Álvaro Medrán,Sub,La Liga
2618,Ian González,Sub,La Liga
2261,Jan Oblak,GK,La Liga
2262,Juanfran,DR,La Liga
2278,Giménez,DC,La Liga
2264,Diego Godín,DC,La Liga
2265,Filipe Luis,DL,La Liga
2424,Óliver Torres,Sub,La Liga
2268,Gabi,MC,La Liga
2273,Tiago,MC,La Liga
2269,Koke,MC,La Liga
2270,Antoine Griezmann,FW,La Liga
2548,Jackson Martínez,FW,La Liga
2400,Raúl García,AMC,La Liga
2275,Ángel Correa,Sub,La Liga
2271,Fernando Torres,Sub,La Liga
2351,Raúl Lizoain,GK,La Liga
2364,David Simón,DR,La Liga
2353,Pedro Bigas,DC,La Liga
2588,Antolin Alcaraz,DC,La Liga
2588,Antolin Alcaraz,DC,Premier League
2461,Aythami,DC,La Liga
2355,Dani Castellano,DL,La Liga
2356,Roque Mesa,MC,La Liga
2429,Hernán,Sub,La Liga
2622,Javi Castellano,DMC,La Liga
2358,Jonathan Viera,MC,La Liga
2365,Sergio Araujo,FW,La Liga
2363,Vicente Gómez,MC,La Liga
2361,Willian José,FW,La Liga
2360,Momo,Sub,La Liga
2601,Toño,GK,La Liga
2159,Tito,DR,La Liga
2487,Zé Castro,DC,La Liga
2163,Diego Llorente,DC,La Liga
2161,Nacho,DL,La Liga
2575,Patrick Ebert,AMC,La Liga
2488,Raúl Baena,DMC,La Liga
2162,Roberto Trashorras,DMC,La Liga
2168,Bebé,Sub,La Liga
2170,Miku,FW,La Liga
2171,Manucho,Sub,La Liga
2602,Luis Fariña,Sub,La Liga
2558,Lass,Sub,La Liga
2385,Mat Ryan,GK,Premier League
2379,João Cancelo,DR,La Liga
2379,João Cancelo,DR,Serie A
2386,Rúben Vezo,DC,La Liga
2377,Javi Fuego,MC,La Liga
2387,Danilo,MC,Ligue 1
2384,Santi Mina,FW,La Liga
2382,Pablo Piatti,ML,La Liga
2382,Pablo Piatti,Sub,La Liga
2538,Zakaria Bakkali,Sub,La Liga
2381,Rodrigo,FW,La Liga
2392,Gorka Iraizoz,GK,La Liga
2452,De Marcos,DR,La Liga
2498,Aymeric Laporte,DC,La Liga
2404,Elustondo,Sub,La Liga
2396,Balenziaga,DL,La Liga
2406,Mikel Rico,DMC,La Liga
2397,Beñat,DMC,La Liga
2405,Markel Susaeta,AMR,La Liga
2409,Eraso,AMC,La Liga
2499,Sabin,Sub,La Liga
2410,Aduriz,FW,La Liga
2408,Gurpegi,DC,La Liga
2491,Ibai Gómez,Sub,La Liga
2393,Eneko Bóveda,DR,La Liga
2091,Javier Mascherano,DC,La Liga
2093,Jordi Alba,DL,La Liga
2096,Andrés Iniesta,MC,La Liga
2094,Ivan Rakitic,MC,La Liga
2095,Sergio Busquets,MC,La Liga
2097,Lionel Messi,FWR,La Liga
2098,Luis Suárez,FW,La Liga
2100,Rafinha,MC,La Liga
2537,Sandro Ramírez,FW,La Liga
2104,Sergi Roberto,DR,La Liga
2208,Iván Cuéllar,GK,La Liga
2209,Alberto Lora,DR,La Liga
1716,Bernardo,DC,La Liga
2211,Isma López,DL,La Liga
2214,Carlos Carmona,MR,La Liga
2213,Nacho Cases,DMC,La Liga
2212,Sergio Álvarez,MC,La Liga
2216,Jony,ML,La Liga
2218,Guerrero,FW,La Liga
2217,Antonio Sanabria,FW,La Liga
2220,Rachid,Sub,La Liga
2220,Rachid,MC,La Liga
2585,Juan Muñiz,Sub,La Liga
2219,Álex Menéndez,Sub,La Liga
2243,Keylor Navas,GK,La Liga
2244,Danilo,DR,La Liga
2245,Raphael Varane,DC,La Liga
2246,Sergio Ramos,DC,La Liga
2257,Marcelo,DL,La Liga
2250,Luka Modric,MC,La Liga
2369,Toni Kroos,MC,La Liga
2255,Isco,Sub,La Liga
2251,Gareth Bale,FWR,La Liga
2371,Cristiano Ronaldo,FWL,La Liga
2256,Jesé,Sub,La Liga
2260,Daniel Carvajal,DR,La Liga
2249,James Rodríguez,MC,La Liga
2254,Mateo Kovacic,MC,Premier League
2188,Rubén Martínez,GK,La Liga
2175,Iván López,DR,La Liga
2178,Juanfran,DC,La Liga
2516,Ángel Trujillo,DC,La Liga
2179,Simao Mate,MC,La Liga
2187,Toño,DL,La Liga
2390,Víctor Camarasa,MC,La Liga
2391,José Mari,MC,La Liga
2180,Verza,DMC,La Liga
2542,Nabil Ghilas,FW,La Liga
2185,Deyverson,FW,La Liga
2186,Morales,FW,La Liga
2184,Casadesús,FW,La Liga
2183,Rubén García,ML,La Liga
2293,Rubén Blanco,GK,La Liga
2281,Hugo Mallo,DR,La Liga
2419,Cabral,DC,La Liga
2600,Fontàs,DC,La Liga
2280,Jonny,DL,La Liga
2284,Daniel Wass,MC,La Liga
2267,Augusto Fernández,MC,La Liga
2286,Pablo Hernández,MC,La Liga
2285,Fabián Orellana,AMC,La Liga
2290,Iago Aspas,FW,La Liga
2553,Néstor,Sub,La Liga
2283,Planas,DL,La Liga
2287,John Guidetti,Sub,La Liga
2141,Antonio Adán,GK,La Liga
2560,Cristiano Piccini,DR,La Liga
2143,Germán Pezzella,DC,Serie A
2444,Bruno,DC,La Liga
2448,Juan Vargas,DL,La Liga
2142,Álvaro Cejudo,Sub,La Liga
2146,Xavi Torres,Sub,La Liga
2144,Alfred N&#039;Diaye,MC,La Liga
2144,Alfred N&#039;Diaye,DMC,La Liga
2149,Francisco Portillo,Sub,La Liga
2150,Rubén Castro,FW,La Liga
2155,Jorge Molina,FW,La Liga
2446,Dani Ceballos,MC,La Liga
2604,Vincenzo Rennella,Sub,La Liga
2447,Fabián,MC,Serie A
2310,Alphonse Areola,GK,Ligue 1
2296,Mario,DR,La Liga
2298,Víctor Ruiz,DC,La Liga
2539,Jaume Costa,DL,La Liga
2309,Nahuel,Sub,La Liga
2482,Tomás Pina,MC,La Liga
2302,Bruno,MC,La Liga
2303,Samu Castillejo,Sub,Serie A
2311,Roberto Soldado,FW,La Liga
2304,Leo Baptistao,FW,La Liga
2301,Manu Trigueros,MC,La Liga
2306,Cédric Bakambu,FW,La Liga
2300,Samu García,Sub,La Liga
2075,Andrés Fernández,GK,La Liga
2509,Dimitri Foulquier,DR,La Liga
2077,Jean-Sylvain Babin,DC,La Liga
2563,Diego Mainz,DC,La Liga
2420,Salva Ruiz,Sub,La Liga
2420,Salva Ruiz,DL,La Liga
2080,Rubén Pérez,DMC,La Liga
2422,Javi Márquez,Sub,La Liga
2089,Robert Ibáñez,Sub,La Liga
2079,Rubén Rochina,MR,La Liga
2425,Piti,AMC,La Liga
2082,Youssef El-Arabi,FW,La Liga
2088,Edgar Méndez,Sub,La Liga
2076,Miguel Lopes,DR,La Liga
2124,Xabi Irureta,GK,La Liga
2125,Ander Capa,DR,La Liga
2126,Mauro Dos Santos,DC,La Liga
2127,Iván Ramis,DC,La Liga
2436,Antonio Luna,DL,La Liga
2130,Dani García,DMC,La Liga
2133,Adrián,AMC,La Liga
2131,Keko,MR,La Liga
2437,Gonzalo Escalante,MC,La Liga
2134,Saúl Berjón,AML,La Liga
2135,Sergi Enrich,FW,La Liga
2591,Mikel Arruabarrena,AMC,La Liga
2128,David Juncà,DL,La Liga
2307,Jonathan dos Santos,MR,La Liga
2115,Hernán Pérez,Sub,La Liga
2228,Aritz Elustondo,DC,La Liga
2232,Asier Illarramendi,MC,La Liga
2099,Neymar,FWL,La Liga
2101,Jeremy Mathieu,DC,La Liga
2332,Weligton,DC,La Liga
2334,Miguel Torres,DL,La Liga
2337,Recio,MC,La Liga
2279,Sergio Álvarez,GK,La Liga
2289,Nemanja Radoja,MC,La Liga
2158,Quini,DR,La Liga
2172,Juan Carlos,GK,La Liga
2160,Antonio Amaya,DC,La Liga
2370,Karim Benzema,FW,La Liga
2248,Casemiro,MC,La Liga
2151,Francisco Molinero,DR,La Liga
2145,Petros,MC,La Liga
2530,Didier Digard,DMC,Ligue 1
2138,Asier Riesgo,GK,La Liga
2394,Etxeita,DC,La Liga
2403,Íñigo Lekue,Sub,La Liga
2613,Aketxe,Sub,La Liga
2069,Daniel Carriço,DC,La Liga
2443,Michael Krohn-Dehli,MC,La Liga
2329,Jesús Gámez,DL,La Liga
2272,Yannick Carrasco,ML,La Liga
2266,Saúl Ñíguez,MC,La Liga
2505,José Gayá,DL,La Liga
2380,Paco Alcácer,FW,La Liga
2378,Daniel Parejo,MC,La Liga
2315,Alejandro Arribas,DC,La Liga
2500,Luisinho,DL,La Liga
2327,Jonathan Rodríguez,Sub,La Liga
2207,Emiliano Velázquez,DC,La Liga
2198,Moi Gómez,Sub,La Liga
2450,Wanderson,Sub,La Liga
2573,Ángel Lafita,AML,La Liga
2085,Lombán,DC,La Liga
2083,Rene Krhin,DMC,La Liga
2554,Thievy,Sub,La Liga
2554,Thievy,FW,Ligue 1
2367,Javi Varas,GK,La Liga
2552,Juan Emmanuel Culio,Sub,La Liga
2357,Nabil El Zhar,Sub,La Liga
2388,Zouhair Feddal,DC,La Liga
2566,Roger,FW,La Liga
2182,Jefferson Lerma,MC,Premier League
2603,Marco Andreolli,DC,Serie A
2063,Timothée Kolodziejczak,DC,Ligue 1
2549,Gaël Kakuta,AMC,Ligue 1
2434,Michael Ciani,DC,Ligue 1
2122,Joan Jordán,MC,La Liga
2258,Pepe,DC,La Liga
2253,Lucas Vázquez,Sub,La Liga
2222,Pablo Pérez,Sub,La Liga
2475,Jaume,GK,La Liga
